t,typ,t,best,t,worst
11.25E-9,503.7E-3,10.40E-9,675.0E-3,11.54E-9,572.0E-3
11.25E-9,503.7E-3,10.40E-9,674.8E-3,11.66E-9,547.4E-3
11.25E-9,503.7E-3,10.40E-9,674.7E-3,11.78E-9,523.1E-3
11.25E-9,503.7E-3,10.40E-9,674.5E-3,11.90E-9,499.0E-3
11.25E-9,503.7E-3,10.40E-9,674.3E-3,12.00E-9,478.7E-3
11.25E-9,503.7E-3,10.41E-9,674.2E-3, , 
11.25E-9,503.7E-3,10.41E-9,673.9E-3, , 
11.25E-9,503.7E-3,10.41E-9,673.3E-3, , 
11.25E-9,503.7E-3,10.41E-9,672.6E-3, , 
11.25E-9,503.7E-3,10.41E-9,671.1E-3, , 
11.25E-9,503.7E-3,10.42E-9,668.1E-3, , 
11.25E-9,503.7E-3,10.43E-9,664.3E-3, , 
11.25E-9,503.7E-3,10.45E-9,658.1E-3, , 
11.25E-9,503.7E-3,10.47E-9,651.0E-3, , 
11.25E-9,503.7E-3,10.49E-9,641.3E-3, , 
11.25E-9,503.7E-3,10.53E-9,626.3E-3, , 
11.25E-9,503.7E-3,10.58E-9,609.3E-3, , 
11.25E-9,503.7E-3,10.63E-9,588.8E-3, , 
11.25E-9,503.7E-3,10.71E-9,559.3E-3, , 
11.25E-9,503.7E-3,10.79E-9,529.1E-3, , 
11.25E-9,503.7E-3,10.89E-9,494.3E-3, , 
11.25E-9,503.6E-3,10.99E-9,459.4E-3, , 
11.25E-9,503.6E-3,11.08E-9,429.6E-3, , 
11.25E-9,503.6E-3,11.14E-9,408.9E-3, , 
11.25E-9,503.5E-3,11.20E-9,388.6E-3, , 
11.25E-9,503.4E-3,11.20E-9,388.4E-3, , 
11.25E-9,503.3E-3,11.20E-9,388.3E-3, , 
11.25E-9,503.1E-3,11.20E-9,388.2E-3, , 
11.25E-9,503.0E-3,11.20E-9,388.0E-3, , 
11.25E-9,502.9E-3,11.20E-9,387.9E-3, , 
11.25E-9,502.8E-3,11.20E-9,387.8E-3, , 
11.25E-9,502.7E-3,11.20E-9,387.6E-3, , 
11.25E-9,502.6E-3,11.20E-9,387.5E-3, , 
11.25E-9,502.5E-3,11.20E-9,387.3E-3, , 
11.26E-9,502.3E-3,11.20E-9,387.2E-3, , 
11.26E-9,502.1E-3,11.20E-9,387.1E-3, , 
11.26E-9,501.6E-3,11.21E-9,386.9E-3, , 
11.26E-9,500.7E-3,11.21E-9,386.7E-3, , 
11.27E-9,498.8E-3,11.21E-9,386.1E-3, , 
11.28E-9,495.0E-3,11.21E-9,385.0E-3, , 
11.30E-9,489.7E-3,11.22E-9,382.9E-3, , 
11.33E-9,481.0E-3,11.23E-9,379.1E-3, , 
11.38E-9,467.8E-3,11.24E-9,375.7E-3, , 
11.44E-9,451.1E-3,11.25E-9,372.3E-3, , 
11.47E-9,445.2E-3,11.25E-9,372.3E-3, , 
11.51E-9,433.6E-3,11.25E-9,372.3E-3, , 
11.60E-9,410.6E-3,11.25E-9,372.3E-3, , 
11.72E-9,380.0E-3,11.25E-9,372.3E-3, , 
11.84E-9,350.3E-3,11.25E-9,372.3E-3, , 
11.92E-9,331.0E-3,11.25E-9,372.3E-3, , 
12.00E-9,312.2E-3,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.3E-3, , 
 , ,11.25E-9,372.2E-3, , 
 , ,11.25E-9,372.2E-3, , 
 , ,11.25E-9,372.2E-3, , 
 , ,11.25E-9,372.1E-3, , 
 , ,11.25E-9,372.0E-3, , 
 , ,11.25E-9,371.8E-3, , 
 , ,11.25E-9,371.7E-3, , 
 , ,11.25E-9,371.6E-3, , 
 , ,11.25E-9,371.4E-3, , 
 , ,11.25E-9,371.3E-3, , 
 , ,11.25E-9,371.2E-3, , 
 , ,11.25E-9,371.0E-3, , 
 , ,11.25E-9,371.0E-3, , 
 , ,11.25E-9,371.0E-3, , 
 , ,11.25E-9,371.0E-3, , 
 , ,11.25E-9,371.0E-3, , 
 , ,11.25E-9,371.0E-3, , 
 , ,11.25E-9,370.9E-3, , 
 , ,11.25E-9,370.8E-3, , 
 , ,11.26E-9,370.7E-3, , 
 , ,11.26E-9,370.5E-3, , 
 , ,11.26E-9,370.2E-3, , 
 , ,11.26E-9,369.5E-3, , 
 , ,11.26E-9,368.2E-3, , 
 , ,11.27E-9,365.5E-3, , 
 , ,11.29E-9,360.7E-3, , 
 , ,11.31E-9,353.1E-3, , 
 , ,11.34E-9,343.8E-3, , 
 , ,11.35E-9,340.6E-3, , 
 , ,11.37E-9,334.3E-3, , 
 , ,11.41E-9,321.9E-3, , 
 , ,11.47E-9,304.9E-3, , 
 , ,11.54E-9,285.7E-3, , 
 , ,11.63E-9,259.7E-3, , 
 , ,11.75E-9,229.0E-3, , 
 , ,11.87E-9,200.8E-3, , 
 , ,11.94E-9,186.7E-3, , 
 , ,12.00E-9,173.3E-3, , 
